actor_id,type,body
43188587,PullRequestReviewCommentEvent,comma-dangle: Missing trailing comma.
43188587,PullRequestReviewCommentEvent,"`google-java-format` suggested changes:
```diff
@@ -1114 +1114,2 @@
-            ReactScrollViewHelper.emitScrollMomentumBeginEvent(ReactHorizontalScrollView.this, 0, 0);
+            ReactScrollViewHelper.emitScrollMomentumBeginEvent(
+                ReactHorizontalScrollView.this, 0, 0);

```
"
43188587,PullRequestReviewCommentEvent,"prettier/prettier: Replace `isRTL,·doLeftAndRightSwapInRTL,·localeIdentifier` with `⏎······isRTL,⏎······doLeftAndRightSwapInRTL,⏎······localeIdentifier,⏎····`"
43188587,PullRequestReviewCommentEvent,jsx-quotes: Unexpected usage of singlequote.
43188587,PullRequestReviewCommentEvent,"prettier/prettier: Insert `,`"
43188587,PullRequestReviewCommentEvent,"`google-java-format` suggested changes:
```diff
@@ -50 +50,2 @@
-    boolean isMultiline = view.getNumberOfLines() > 1 && view.getNumberOfLines() != ViewDefaults.NUMBER_OF_LINES;
+    boolean isMultiline =
+        view.getNumberOfLines() > 1 && view.getNumberOfLines() != ViewDefaults.NUMBER_OF_LINES;
```
"
43188587,PullRequestReviewCommentEvent,no-alert: Unexpected alert.
43188587,PullRequestReviewCommentEvent,"`google-java-format` suggested changes:
```diff
@@ -89,13 +89,15 @@
-    Thread writer = new Thread() {
-      public void run() {
-        try (OutputStream outputStream = new ParcelFileDescriptor.AutoCloseOutputStream(writeSide)) {
-          // If the blob data is larger than pipe capacity (64 KB), a synchronous write call
-          // would fill up the whole buffer and block until the bytes are read (i.e. never).
-          // Writing from a separate thread allows us to return the read side descriptor
-          // immediately so that the reader can start reading.
-          outputStream.write(data);
-        } catch (IOException exception) {
-          // no-op
-        }
-      }
-    };
+    Thread writer =
+        new Thread() {
+          public void run() {
+            try (OutputStream outputStream =
+                new ParcelFileDescriptor.AutoCloseOutputStream(writeSide)) {
+              // If the blob data is larger than pipe capacity (64 KB), a synchronous write call
+              // would fill up the whole buffer and block until the bytes are read (i.e. never).
+              // Writing from a separate thread allows us to return the read side descriptor
+              // immediately so that the reader can start reading.
+              outputStream.write(data);
+            } catch (IOException exception) {
+              // no-op
+            }
+          }
+        };

```
"
43188587,PullRequestReviewCommentEvent,jest/no-disabled-tests: Skipped test
43188587,PullRequestReviewCommentEvent,prettier/prettier: Replace `·[name:·string]:·string·` with `[name:·string]:·string`
43188587,PullRequestReviewCommentEvent,no-trailing-spaces: Trailing spaces not allowed.
43188587,PullRequestReviewCommentEvent,prettier/prettier: Replace `·'content-disposition':·contentDisposition·` with `'content-disposition':·contentDisposition`
43188587,PullRequestReviewCommentEvent,"prettier/prettier: Replace `·:·'wine·bottle'` with `:·'wine·bottle',`"
43188587,PullRequestReviewCommentEvent,no-undef: 'payload' is not defined.
49695357,PullRequestReviewCommentEvent,Sounds good!
25311884,PullRequestReviewCommentEvent,No approvers defined in this root directory OWNERS file.
823946,PullRequestReviewCommentEvent,Nice change
823946,PullRequestReviewCommentEvent,Terrible change
823946,PullRequestReviewCommentEvent,"![Code Smell](https://sonarsource.github.io/sonar-github/code_smell.png 'Code Smell') Code Smell: ')' is not preceded with whitespace. ([external_checkstyle:whitespace.ParenPadCheck](http://svpxbldcn7snr1.pentaho.net:9000/coding_rules#rule_key=external_checkstyle%3Awhitespace.ParenPadCheck))

[See it in SonarQube](http://svpxbldcn7snr1.pentaho.net:9000/project/issues?id=org.pentaho%3Acommons-xul&pullRequest=160&issues=AWjiXPHasnWgRSmwyo9U&open=AWjiXPHasnWgRSmwyo9U)

[ISSUE_KEY]: AWjiXPHasnWgRSmwyo9U"
13572711,PullRequestReviewCommentEvent,"ERROR: browserify => Browserify
[Contributing Guide](https://github.com/jser/jser.github.io/blob/develop/CONTRIBUTING.md)"
13572711,PullRequestReviewCommentEvent,"**[textlint]** <sub>reported by [reviewdog](https://github.com/haya14busa/reviewdog) :dog:</sub>
？特 => ？ 特 (spellcheck-tech-word)"
13572711,PullRequestReviewCommentEvent,ERROR: 用にな => ようにな (spellcheck-tech-word)
13572711,PullRequestReviewCommentEvent,"ERROR: 一文に二回以上利用されている助詞 ""て"" がみつかりました。 (no-doubled-joshi)"
13572711,PullRequestReviewCommentEvent,ERROR: %を => ％を (spellcheck-tech-word)
13572711,PullRequestReviewCommentEvent,ERROR: for...of => for/of (spellcheck-tech-word)
13572711,PullRequestReviewCommentEvent,ERROR: Yahoo  => Yahoo! (spellcheck-post)
13572711,PullRequestReviewCommentEvent,"ERROR: ""である""調 と ""ですます""調 が混在
である  : 2
ですます: 25
 (no-mix-dearu-desumasu)"
41898282,PullRequestReviewCommentEvent,"**[cpplint]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub>
 Do not indent within a namespace  [runtime/indentation_namespace] [4]"
41898282,PullRequestReviewCommentEvent,'useCallback' is defined but never used.
41898282,PullRequestReviewCommentEvent,'variant' is missing in props validation
41898282,PullRequestReviewCommentEvent,Metrics/MethodLength: Method has too many lines. [38/30]
41898282,PullRequestReviewCommentEvent,Layout/LineLength: Line is too long. [108/100]
41898282,PullRequestReviewCommentEvent,Layout/ExtraSpacing: Unnecessary spacing detected.
41898282,PullRequestReviewCommentEvent,Style/StringLiteralsInInterpolation: Prefer single-quoted strings inside interpolations.
41898282,PullRequestReviewCommentEvent,Style/StringLiterals: Prefer single-quoted strings when you don't need string interpolation or special symbols.
41898282,PullRequestReviewCommentEvent,Metrics/CyclomaticComplexity: Cyclomatic complexity for cookie_domain is too high. [8/7]
41898282,PullRequestReviewCommentEvent,"**[rubocop]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub>
Style/ClassVars: Replace class var @@db_config with a class instance var."
41898282,PullRequestReviewCommentEvent,"**[rubocop]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub>
Style/GuardClause: Use a guard clause (return nil unless CartoDB::UserOrganization.user?(name)) instead of wrapping the code inside a conditional expression."
41898282,PullRequestReviewCommentEvent,"**[rubocop]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub>
Layout/HashAlignment: Align the keys of a hash literal if they span more than one line."
41898282,PullRequestReviewCommentEvent,"**[rubocop]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub>
Layout/ClosingParenthesisIndentation: Indent ) to column 8 (not 6)"
41898282,PullRequestReviewCommentEvent,"
<!--
  1 failure:  The changelog ent...
  0 warning: 
  
  
  DangerID: danger-id-Danger;
  File: CHANGELOG.md;
  Line: 7;
-->
- :no_entry_sign: The changelog entry seems to be part of an already released section `## 6.12.0`.
      Consider moving the entry to the `## Unreleased` section, please.



  "
41898282,PullRequestReviewCommentEvent,E712: comparison to False should be 'if cond is False:' or 'if not cond:'  <!-- Automatically posted by Lintly -->
41898282,PullRequestReviewCommentEvent,E126: continuation line over-indented for hanging indent  <!-- Automatically posted by Lintly -->
41898282,PullRequestReviewCommentEvent,E303: too many blank lines (2)  <!-- Automatically posted by Lintly -->
41898282,PullRequestReviewCommentEvent,W293: blank line contains whitespace  <!-- Automatically posted by Lintly -->
41898282,PullRequestReviewCommentEvent,"warning: result of multiplication in type 'UINT32' (aka 'unsigned int') is used as a pointer offset after an implicit widening conversion to type 'size_t' [bugprone-implicit-widening-of-multiplication-result]
```cpp
		    (BYTE*)&(image->data[surface->width * 4]), subsystem->format, image->bytes_per_line,
               ^
```
<details>
<summary>Additional context</summary>

**server/shadow/X11/x11_shadow.c:800:** make conversion explicit to silence this warning
```cpp
		    (BYTE*)&(image->data[surface->width * 4]), subsystem->format, image->bytes_per_line,
                           ^
```
**server/shadow/X11/x11_shadow.c:800:** perform multiplication in a wider type
```cpp
		    (BYTE*)&(image->data[surface->width * 4]), subsystem->format, image->bytes_per_line,
                           ^
```

</details>
"
41898282,PullRequestReviewCommentEvent,"warning: variable 'a1' is not initialized [cppcoreguidelines-init-variables]
```cpp
			BYTE r1, g1, b1, a1;
                    ^
```
this fix will not be applied because it overlaps with another fix"
41898282,PullRequestReviewCommentEvent,"warning: multiple declarations in a single statement reduces readability [readability-isolate-declaration]

```suggestion
			BYTE r1;
			BYTE g1;
			BYTE b1;
			BYTE a1;
```
"
48335577,PullRequestReviewCommentEvent,Cannot parse file: error unmarshaling JSON: json: cannot unmarshal string into Go value of type repoowners.FullConfig.
43080478,PullRequestReviewCommentEvent,Arbitrarily seemed reasonable.
15837671,PullRequestReviewCommentEvent,"**[golint]** <sub>reported by [reviewdog](https://github.com/haya14busa/reviewdog) :dog:</sub>
comment on exported function NewLog should be of the form ""NewLog ..."""
15837671,PullRequestReviewCommentEvent,"**[golint]** <sub>reported by [reviewdog](https://github.com/haya14busa/reviewdog) :dog:</sub>
exported type Summary should have comment or be unexported"
15837671,PullRequestReviewCommentEvent,"**[golint]** <sub>reported by [reviewdog](https://github.com/haya14busa/reviewdog) :dog:</sub>
type name will be used as template.TemplateConfig by other packages, and that stutters; consider calling this Config"
15837671,PullRequestReviewCommentEvent,"**[golint]** <sub>reported by [reviewdog](https://github.com/haya14busa/reviewdog) :dog:</sub>
should replace summary.sleeping += 1 with summary.sleeping++"
8723280,PullRequestReviewCommentEvent,"the docstring of the module says that clone everything is going to be performed ==> is this meant to be commented out?
currently running the script in an empty directory generates an error about README.md not being found. "
28699486,PullRequestReviewCommentEvent,test comment
28699486,PullRequestReviewCommentEvent,error
28699486,PullRequestReviewCommentEvent,Parsing error: Unexpected token )
